accident_id,date,time,state,city,road_type,weather,light_condition,speed_limit_kmph,avg_speed_est_kmph,vehicles_involved,casualties_total,fatalities,serious_injuries,minor_injuries,alcohol_involved,hit_and_run,damage_cost_inr
ACC2019011905611,2019-01-19,19:37,Madhya Pradesh,Gwalior,Urban Road,Haze,Night (lit),40,28.4,2,1,0,0,1,1.0,0.0,78493.12
ACC2021022805612,2021-02-28,19:00,Haryana,Faridabad,National Highway,Rain,Night (lit),80,,3,7,0,2,5,0.0,1.0,16887.16
ACC2019011205613,2019-01-12,10:19,Jharkhand,Jamshedpur,Rural Road,Clear,Dawn/Dusk,60,69.7,2,5,0,3,2,0.0,0.0,27428.1
ACC2018031005614,2018-03-10,16:30,Madhya Pradesh,Gwalior,National Highway,Rain,Daylight,90,68.2,1,6,0,2,4,0.0,0.0,45016.29
ACC2018011405615,2018-01-14,10:39,Uttar Pradesh,Lucknow,Expressway,Clear,Daylight,100,,1,6,0,3,3,0.0,0.0,16334.26
ACC2025042205616,2025-04-22,09:05,Gujarat,Rajkot,Rural Road,Clear,Daylight,60,44.5,1,2,0,0,2,0.0,0.0,60862.87
ACC2020032405617,2020-03-24,09:16,Himachal Pradesh,Solan,Urban Road,Clear,Daylight,50,49.5,1,3,0,2,1,0.0,0.0,12612.46
ACC2020102105618,2020-10-21,09:14,Jharkhand,Jamshedpur,Urban Road,Fog,Daylight,50,55.1,1,2,0,0,2,0.0,0.0,44079.25
ACC2021022705619,2021-02-27,07:53,West Bengal,Howrah,Rural Road,,Daylight,50,50.4,2,4,0,1,3,0.0,0.0,36044.2
ACC2025021305620,2025-02-13,04:02,West Bengal,Kolkata,Rural Road,Clear,Night (lit),50,45.1,2,0,0,0,0,1.0,0.0,12614.53
ACC2020120305621,2020-12-03,17:30,Assam,Dibrugarh,State Highway,Clear,Daylight,80,86.5,2,1,0,0,1,0.0,0.0,14829.96
ACC2023022605622,2023-02-26,21:03,Delhi,New Delhi,Rural Road,Clear,Night (lit),60,50.6,2,0,0,0,0,0.0,0.0,188150.86
ACC2020072205623,2020-07-22,20:44,Haryana,Faridabad,Rural Road,Clear,Night (unlit),60,36.6,3,0,0,0,0,0.0,0.0,46460.76
ACC2019042505624,2019-04-25,09:04,Delhi,New Delhi,Urban Road,Clear,Daylight,50,38.7,2,5,0,1,4,0.0,0.0,21988.78
ACC2021052805625,2021-05-28,10:22,Karnataka,Mangaluru,Urban Road,Haze,Daylight,60,72.9,9,1,0,0,1,0.0,0.0,114160.31
ACC2025080605626,2025-08-06,10:25,Bihar,Gaya,Rural Road,Clear,Daylight,50,36.0,2,3,0,1,2,0.0,0.0,109804.18
ACC2020042505627,2020-04-25,09:01,Madhya Pradesh,Jabalpur,State Highway,Clear,Daylight,70,61.5,1,3,0,1,2,0.0,0.0,59559.4
ACC2022071505628,2022-07-15,08:35,West Bengal,Howrah,State Highway,Clear,Daylight,90,,1,2,0,1,1,0.0,0.0,63336.15
ACC2018112005629,2018-11-20,08:29,Uttar Pradesh,Noida,Urban Road,Storm,Daylight,60,72.2,2,5,0,2,3,0.0,0.0,42559.11
ACC2023062005630,2023-06-20,20:23,Delhi,New Delhi,Urban Road,Clear,Night (lit),50,44.4,3,3,0,0,3,1.0,0.0,144017.77
ACC2020070605631,2020-07-06,08:11,Karnataka,Mangaluru,State Highway,Clear,Daylight,80,99.4,1,3,0,1,2,0.0,0.0,35032.89
ACC2021051005632,2021-05-10,21:52,Tamil Nadu,Coimbatore,National Highway,Clear,Night (lit),90,86.3,1,2,0,1,1,0.0,0.0,22931.21
ACC2024070305633,2024-07-03,20:41,Haryana,Panipat,State Highway,Haze,Night (lit),70,58.1,2,0,0,0,0,0.0,,49908.32
ACC2021110405634,2021-11-04,20:24,Tamil Nadu,Chennai,Urban Road,Rain,Night (unlit),50,48.7,1,6,0,1,5,0.0,0.0,184698.29
ACC2018020705635,2018-02-07,20:00,Maharashtra,Mumbai,Urban Road,Clear,Night (lit),60,52.3,2,3,0,0,3,0.0,0.0,46873.38
ACC2021072705636,2021-07-27,08:28,Madhya Pradesh,Indore,Urban Road,Clear,Daylight,50,58.2,1,2,1,0,1,1.0,0.0,41547.23
ACC2020110705637,2020-11-07,19:09,Chhattisgarh,Raipur,Urban Road,Haze,Night (unlit),50,57.3,2,3,0,1,2,0.0,0.0,52069.35
ACC2022092105638,2022-09-21,11:00,West Bengal,Siliguri,State Highway,Haze,Daylight,80,50.6,1,4,0,1,3,0.0,0.0,
ACC2025010605639,2025-01-06,01:04,Delhi,New Delhi,Urban Road,Clear,Night (unlit),50,42.3,1,1,0,0,1,0.0,0.0,99054.0
ACC2018112705640,2018-11-27,11:14,Madhya Pradesh,Indore,Urban Road,Clear,Daylight,50,27.6,2,0,0,0,0,0.0,0.0,76238.72
ACC2021080305641,2021-08-03,23:33,Punjab,Amritsar,Urban Road,Clear,,50,44.5,4,2,0,0,2,0.0,0.0,43287.35
ACC2023122005642,2023-12-20,05:54,Andhra Pradesh,Guntur,State Highway,Clear,Night (unlit),80,99.4,2,3,0,2,1,0.0,0.0,61615.8
ACC2018061905643,2018-06-19,21:09,Telangana,Hyderabad,Urban Road,Clear,Night (lit),50,36.3,3,4,0,1,3,0.0,0.0,60558.86
ACC2025050205644,2025-05-02,18:23,Goa,Margao,State Highway,Storm,Night (lit),80,66.6,1,1,0,0,1,0.0,0.0,24319.67
ACC2018120205645,2018-12-02,15:05,Uttar Pradesh,Lucknow,Rural Road,Haze,Daylight,60,43.8,1,2,0,0,2,0.0,0.0,33969.47
ACC2019020905646,2019-02-09,14:28,Rajasthan,Udaipur,Urban Road,Rain,Daylight,40,22.3,1,4,0,1,3,0.0,0.0,70539.74
ACC2018100405647,2018-10-04,14:29,Andhra Pradesh,Vijayawada,National Highway,Clear,Daylight,90,62.1,2,1,0,0,1,0.0,0.0,82884.18
ACC2021050205648,2021-05-02,00:31,Kerala,Thiruvananthapuram,Urban Road,Rain,Night (lit),60,53.0,3,2,0,1,1,0.0,0.0,83214.32
ACC2023022805649,2023-02-28,10:34,Uttar Pradesh,Kanpur,State Highway,Clear,Daylight,70,,2,3,0,1,2,0.0,0.0,134854.05
ACC2018121105650,2018-12-11,09:54,Madhya Pradesh,Gwalior,National Highway,Rain,Daylight,80,70.6,1,3,1,1,1,0.0,0.0,139664.55
ACC2019012005651,2019-01-20,10:57,Tamil Nadu,Madurai,Expressway,Clear,Daylight,120,79.1,1,0,0,0,0,1.0,1.0,28588.04
ACC2019011705652,2019-01-17,18:06,Rajasthan,Jaipur,State Highway,Rain,Night (lit),80,68.8,1,3,0,2,1,0.0,0.0,67151.46
ACC2019070805653,2019-07-08,04:50,Gujarat,Vadodara,Urban Road,Haze,Night (unlit),60,55.0,1,5,0,2,3,0.0,,49341.26
ACC2025011705654,2025-01-17,18:56,Assam,Guwahati,Rural Road,Clear,Night (lit),60,39.2,1,2,0,1,1,1.0,0.0,15637.66
ACC2022091205655,2022-09-12,08:45,Uttarakhand,Haridwar,Rural Road,Clear,Daylight,60,59.5,2,0,0,0,0,0.0,0.0,27057.42
ACC2024091205656,2024-09-12,08:18,Gujarat,Ahmedabad,National Highway,Haze,Dawn/Dusk,80,62.4,2,6,1,1,4,0.0,0.0,74357.14
ACC2024020505657,2024-02-05,08:51,Gujarat,Ahmedabad,Rural Road,Storm,Daylight,50,41.2,1,1,0,0,1,0.0,0.0,25942.65
ACC2018040205658,2018-04-02,19:46,Uttar Pradesh,Varanasi,Urban Road,Clear,Night (lit),50,61.0,1,2,0,0,2,0.0,0.0,28696.5
ACC2023030605659,2023-03-06,19:54,Telangana,Hyderabad,Urban Road,Clear,Night (lit),50,52.4,3,3,1,1,1,0.0,0.0,94971.42
ACC2025082505660,2025-08-25,19:28,Jharkhand,Jamshedpur,National Highway,Clear,Night (unlit),100,88.0,1,2,0,0,2,0.0,1.0,37700.16
ACC2024062205661,2024-06-22,10:37,Delhi,New Delhi,Expressway,Clear,Daylight,100,82.0,1,3,0,1,2,0.0,0.0,47959.09
ACC2018012805662,2018-01-28,08:34,Uttar Pradesh,Ghaziabad,Urban Road,Storm,Daylight,50,66.5,2,5,0,2,3,0.0,0.0,19108.03
ACC2021031605663,2021-03-16,21:07,Gujarat,Surat,Rural Road,Clear,,60,54.9,2,1,0,0,1,0.0,0.0,28659.03
ACC2020050505664,2020-05-05,05:25,Tamil Nadu,Chennai,National Highway,Storm,Night (unlit),90,76.6,1,6,0,2,4,1.0,0.0,33652.06
ACC2022022705665,2022-02-27,09:27,Karnataka,Mysuru,Urban Road,Fog,Daylight,50,42.7,1,6,0,5,1,0.0,0.0,124007.66
ACC2020042705666,2020-04-27,21:52,Kerala,Thiruvananthapuram,State Highway,Clear,,70,57.0,1,0,0,0,0,0.0,0.0,81954.88
ACC2021101705667,2021-10-17,20:09,West Bengal,Howrah,State Highway,Clear,Night (lit),80,83.8,1,0,0,0,0,0.0,0.0,88040.7
ACC2025012805668,2025-01-28,18:02,Andhra Pradesh,Vijayawada,National Highway,Storm,Night (lit),80,39.3,1,3,0,0,3,0.0,0.0,12875.24
ACC2023072305669,2023-07-23,21:07,Bihar,Gaya,National Highway,Clear,Night (lit),80,56.2,2,2,0,0,2,0.0,0.0,9828.04
ACC2020111305670,2020-11-13,08:23,Maharashtra,Thane,National Highway,Clear,Daylight,90,78.9,1,2,0,0,2,0.0,0.0,30807.36
ACC2024120905671,2024-12-09,19:44,Andhra Pradesh,Visakhapatnam,National Highway,Clear,Night (lit),90,102.1,1,8,0,2,6,0.0,0.0,170413.64
ACC2018092805672,2018-09-28,21:00,Delhi,New Delhi,Urban Road,Clear,Night (unlit),40,39.8,3,0,0,0,0,0.0,0.0,45090.87
ACC2024032005673,2024-03-20,23:36,Karnataka,Mysuru,Urban Road,Rain,Night (lit),50,57.7,2,2,0,0,2,0.0,0.0,109221.65
ACC2024111905674,2024-11-19,19:51,Odisha,Rourkela,National Highway,Fog,Night (lit),90,85.6,1,8,0,3,5,0.0,0.0,15628.54
ACC2019081305675,2019-08-13,20:53,Uttar Pradesh,Ghaziabad,Urban Road,,Night (lit),60,41.3,2,4,0,2,2,0.0,0.0,39468.34
ACC2024052805676,2024-05-28,10:59,Madhya Pradesh,Jabalpur,State Highway,Clear,Daylight,80,78.0,2,1,0,0,1,1.0,0.0,51311.81
ACC2023041305677,2023-04-13,10:12,Tamil Nadu,Coimbatore,State Highway,Rain,Daylight,80,76.1,1,1,0,0,1,0.0,0.0,109615.88
ACC2021021605678,2021-02-16,18:33,Madhya Pradesh,Gwalior,Rural Road,Clear,Night (lit),50,51.3,2,4,1,0,3,0.0,0.0,43832.38
ACC2023041505679,2023-04-15,09:12,Odisha,Cuttack,State Highway,Clear,Daylight,80,64.1,1,0,0,0,0,0.0,0.0,46038.32
ACC2024051605680,2024-05-16,10:01,Maharashtra,Nashik,Urban Road,Clear,Dawn/Dusk,50,42.0,1,1,0,1,0,0.0,0.0,85396.67
ACC2020090705681,2020-09-07,14:25,Delhi,New Delhi,Urban Road,Clear,Daylight,60,65.9,3,1,0,1,0,0.0,0.0,199329.49
ACC2022020405682,2022-02-04,09:34,Karnataka,Bengaluru,National Highway,Clear,Daylight,90,83.8,2,2,0,0,2,0.0,0.0,
ACC2023071705683,2023-07-17,17:20,Andhra Pradesh,Visakhapatnam,State Highway,Storm,Daylight,70,64.9,1,6,0,2,4,1.0,0.0,31757.06
ACC2020062805684,2020-06-28,10:24,Gujarat,Rajkot,Urban Road,Clear,Daylight,60,41.7,1,3,0,2,1,0.0,0.0,11100.38
ACC2023103105685,2023-10-31,19:56,Madhya Pradesh,Jabalpur,Urban Road,Rain,Night (lit),50,43.5,1,2,0,0,2,0.0,0.0,18031.24
ACC2024061805686,2024-06-18,10:20,Uttar Pradesh,Kanpur,National Highway,Clear,Daylight,80,63.6,1,1,0,0,1,0.0,0.0,121865.58
ACC2020050305687,2020-05-03,20:06,Assam,Silchar,Rural Road,Rain,Night (unlit),50,43.8,1,2,1,1,0,0.0,0.0,34692.98
ACC2019061105688,2019-06-11,10:41,Telangana,Warangal,Urban Road,Haze,Daylight,40,29.7,2,0,0,0,0,0.0,0.0,13974.51
ACC2018060205689,2018-06-02,10:44,Rajasthan,Udaipur,National Highway,Rain,Daylight,90,67.1,1,3,0,1,2,1.0,0.0,14732.92
ACC2025050105690,2025-05-01,19:42,Madhya Pradesh,Gwalior,State Highway,Clear,Night (lit),70,69.3,1,4,0,0,4,0.0,0.0,38453.7
ACC2021030205691,2021-03-02,19:02,Bihar,Gaya,National Highway,Rain,Night (lit),90,96.2,1,6,0,1,5,0.0,0.0,9706.29
ACC2025052605692,2025-05-26,07:12,Uttar Pradesh,Noida,National Highway,Clear,Daylight,90,61.3,1,4,0,1,3,0.0,0.0,45881.63
ACC2025073105693,2025-07-31,19:21,Maharashtra,Nagpur,National Highway,Clear,Night (lit),80,68.0,1,4,0,2,2,0.0,0.0,34787.14
ACC2020022605694,2020-02-26,10:49,Gujarat,Surat,National Highway,Clear,Daylight,90,93.1,1,3,0,1,2,0.0,0.0,142801.21
ACC2018021505695,2018-02-15,10:33,Maharashtra,Mumbai,Expressway,Rain,Daylight,110,128.6,1,8,0,3,5,0.0,1.0,17221.3
ACC2022100705696,2022-10-07,09:07,Uttar Pradesh,Ghaziabad,National Highway,Clear,Daylight,90,49.4,1,3,0,3,0,0.0,1.0,52482.44
ACC2018121105697,2018-12-11,21:33,Telangana,Hyderabad,Urban Road,,Night (unlit),50,42.7,3,2,0,1,1,1.0,0.0,34197.69
ACC2021062405698,2021-06-24,09:24,Bihar,Bhagalpur,Urban Road,Clear,Daylight,50,43.6,1,0,0,0,0,0.0,0.0,72103.06
ACC2023092205699,2023-09-22,19:43,Jharkhand,Dhanbad,Rural Road,Clear,Night (lit),50,43.5,1,2,0,0,2,0.0,0.0,54548.95
ACC2018120405700,2018-12-04,21:43,Telangana,Hyderabad,Urban Road,Rain,Night (lit),50,40.1,1,6,0,3,3,0.0,0.0,27062.27
ACC2018011805701,2018-01-18,05:01,Maharashtra,Mumbai,Urban Road,Fog,Night (lit),40,33.8,1,3,0,1,2,0.0,0.0,53363.96
ACC2025080605702,2025-08-06,03:44,Maharashtra,Mumbai,National Highway,Clear,Night (lit),100,78.1,3,1,0,0,1,0.0,0.0,38613.71
ACC2021112905703,2021-11-29,20:00,Gujarat,Ahmedabad,Urban Road,Rain,Night (lit),40,46.4,2,2,0,0,2,0.0,0.0,42153.48
ACC2019101805704,2019-10-18,06:19,Maharashtra,Nagpur,Urban Road,Clear,Daylight,50,50.3,2,2,0,1,1,0.0,0.0,49712.22
ACC2020050405705,2020-05-04,09:11,Odisha,Rourkela,Urban Road,Clear,Daylight,50,47.0,3,1,0,1,0,0.0,0.0,623817.2
ACC2019071305706,2019-07-13,21:02,Uttar Pradesh,Lucknow,Rural Road,Clear,Night (unlit),60,25.3,2,1,0,0,1,0.0,0.0,144962.42
ACC2018092505707,2018-09-25,20:56,Uttar Pradesh,Noida,Urban Road,Rain,Night (lit),50,38.7,1,2,0,1,1,0.0,0.0,44893.4
ACC2019092605708,2019-09-26,14:16,Madhya Pradesh,Indore,State Highway,Storm,Daylight,70,61.9,1,2,0,1,1,1.0,0.0,45737.59
ACC2019111005709,2019-11-10,22:58,Uttar Pradesh,Ghaziabad,Urban Road,Rain,Night (unlit),50,36.3,2,6,0,1,5,0.0,0.0,
ACC2022041305710,2022-04-13,10:06,Chandigarh,Chandigarh,Urban Road,Rain,Daylight,40,38.5,1,2,0,1,1,0.0,0.0,9046.8
ACC2018011505711,2018-01-15,11:15,Madhya Pradesh,Indore,Expressway,Clear,Daylight,110,92.5,2,3,0,0,3,0.0,0.0,
ACC2021101005712,2021-10-10,21:00,Kerala,Kochi,National Highway,Clear,Night (lit),90,72.8,3,4,0,0,4,0.0,0.0,32347.36
ACC2020120805713,2020-12-08,23:44,Delhi,New Delhi,Urban Road,Haze,Night (unlit),50,32.4,2,2,0,1,1,0.0,0.0,55821.99
ACC2018021105714,2018-02-11,07:40,Jammu and Kashmir,Srinagar,National Highway,Haze,Daylight,90,79.9,1,2,0,1,1,0.0,0.0,59033.91
ACC2019101805715,2019-10-18,10:01,Punjab,Jalandhar,Urban Road,Rain,Daylight,50,46.0,2,5,0,1,4,0.0,0.0,
ACC2025070705716,2025-07-07,07:23,Odisha,Cuttack,Urban Road,Clear,Dawn/Dusk,40,37.7,1,2,0,1,1,0.0,0.0,55635.11
ACC2019010305717,2019-01-03,10:06,Karnataka,Bengaluru,Urban Road,Clear,Daylight,50,34.8,1,3,2,1,0,0.0,0.0,46508.46
ACC2022101805718,2022-10-18,10:52,Delhi,New Delhi,Rural Road,Clear,Dawn/Dusk,50,68.6,1,4,0,1,3,0.0,0.0,42713.66
ACC2025010305719,2025-01-03,13:51,Andhra Pradesh,Guntur,State Highway,Rain,Daylight,70,64.9,2,6,0,1,5,0.0,1.0,46509.2
ACC2018102705720,2018-10-27,09:45,West Bengal,Howrah,Expressway,Rain,Daylight,110,112.2,1,7,0,2,5,1.0,0.0,19214.95
ACC2019012005721,2019-01-20,08:29,Telangana,Nizamabad,National Highway,Rain,Daylight,80,48.9,1,2,0,0,2,0.0,0.0,51912.57
ACC2019030105722,2019-03-01,19:26,Chhattisgarh,Bhilai,Urban Road,Clear,Night (lit),50,55.6,1,4,0,2,2,0.0,0.0,
ACC2024062405723,2024-06-24,14:16,Kerala,Thiruvananthapuram,Rural Road,Clear,Daylight,60,48.1,1,0,0,0,0,0.0,0.0,23595.15
ACC2020082205724,2020-08-22,14:45,Uttar Pradesh,Noida,State Highway,Clear,Daylight,70,31.2,3,2,0,0,2,0.0,0.0,46141.39
ACC2022021905725,2022-02-19,10:08,Karnataka,Bengaluru,National Highway,Clear,Daylight,80,82.9,2,6,0,2,4,0.0,0.0,84329.66
ACC2020122705726,2020-12-27,10:46,Uttar Pradesh,Ghaziabad,National Highway,Clear,Daylight,80,70.8,1,2,0,1,1,0.0,0.0,139910.16
ACC2025090305727,2025-09-03,07:20,Telangana,Nizamabad,Rural Road,Clear,Daylight,70,,2,3,0,2,1,0.0,0.0,45080.25
ACC2020022705728,2020-02-27,08:43,Delhi,New Delhi,Urban Road,Rain,Daylight,60,59.6,8,4,0,0,4,0.0,0.0,59914.29
ACC2020022205729,2020-02-22,10:35,Odisha,Rourkela,Urban Road,,Dawn/Dusk,50,48.4,2,5,0,3,2,1.0,0.0,37924.94
ACC2020071605730,2020-07-16,04:33,Gujarat,Surat,Expressway,Clear,Night (lit),100,75.9,3,2,0,1,1,0.0,0.0,12539.93
ACC2019022705731,2019-02-27,08:32,Delhi,New Delhi,Urban Road,Rain,Daylight,60,37.3,1,2,0,0,2,0.0,0.0,50211.46
ACC2020061505732,2020-06-15,19:51,Haryana,Faridabad,Urban Road,Clear,Night (lit),40,38.1,2,2,0,0,2,1.0,0.0,78636.2
ACC2021080205733,2021-08-02,09:33,Gujarat,Ahmedabad,National Highway,Clear,Daylight,80,,1,3,0,0,3,0.0,0.0,53765.38
ACC2023110205734,2023-11-02,10:18,Tamil Nadu,Tiruchirappalli,Rural Road,Clear,Daylight,60,51.9,1,3,1,1,1,0.0,0.0,30862.25
ACC2020063005735,2020-06-30,08:57,Odisha,Cuttack,National Highway,Clear,Daylight,90,94.4,1,4,0,0,4,0.0,0.0,24699.52
ACC2022031905736,2022-03-19,20:43,Uttar Pradesh,Varanasi,National Highway,Storm,Night (lit),80,,2,3,1,2,0,0.0,0.0,106820.88
ACC2024062305737,2024-06-23,20:20,Telangana,Warangal,National Highway,Clear,Night (lit),90,96.0,2,5,1,1,3,0.0,0.0,52922.72
ACC2024121005738,2024-12-10,00:19,Jharkhand,Ranchi,National Highway,Rain,Night (lit),90,83.2,3,4,2,0,2,0.0,1.0,123570.8
ACC2022091605739,2022-09-16,09:34,Odisha,Rourkela,Urban Road,Clear,Daylight,50,40.3,2,2,1,0,1,0.0,0.0,19963.15
ACC2018030605740,2018-03-06,14:25,Maharashtra,Nagpur,Urban Road,Clear,Daylight,60,41.4,2,3,0,2,1,0.0,0.0,15469.43
ACC2020030705741,2020-03-07,19:24,Delhi,New Delhi,Rural Road,Clear,Night (lit),50,38.1,1,1,0,0,1,0.0,0.0,108654.04
ACC2020122005742,2020-12-20,18:57,Karnataka,Hubballi,National Highway,Rain,Night (lit),80,62.3,2,3,0,2,1,0.0,0.0,60966.47
ACC2020113005743,2020-11-30,03:28,Uttar Pradesh,Noida,State Highway,Clear,Night (lit),90,90.5,2,3,0,0,3,0.0,0.0,60188.13
ACC2020020405744,2020-02-04,10:32,Jharkhand,Dhanbad,Urban Road,Rain,Dawn/Dusk,60,71.1,2,4,0,2,2,0.0,0.0,108152.44
ACC2022122805745,2022-12-28,20:44,Telangana,Hyderabad,State Highway,,Night (lit),70,61.0,1,2,1,0,1,0.0,0.0,22443.47
ACC2018010105746,2018-01-01,19:19,Andhra Pradesh,Vijayawada,Urban Road,Clear,Night (unlit),50,45.7,1,2,0,2,0,0.0,,
ACC2021050405747,2021-05-04,19:37,Kerala,Thiruvananthapuram,Rural Road,Rain,Night (unlit),70,62.8,3,6,0,2,4,0.0,0.0,122428.76
ACC2023082205748,2023-08-22,20:34,West Bengal,Durgapur,Urban Road,Rain,Night (unlit),50,30.2,1,2,0,1,1,0.0,0.0,29150.89
ACC2019111005749,2019-11-10,09:46,Kerala,Kozhikode,Urban Road,Rain,Daylight,50,44.5,1,2,0,2,0,0.0,0.0,9743.97
ACC2023020805750,2023-02-08,21:38,Punjab,Ludhiana,Rural Road,Clear,Night (lit),60,52.3,2,0,0,0,0,0.0,0.0,119592.53
ACC2024061705751,2024-06-17,08:52,Jammu and Kashmir,Srinagar,State Highway,Fog,Daylight,80,64.0,1,2,0,1,1,0.0,0.0,54580.06
ACC2020033005752,2020-03-30,09:37,Uttar Pradesh,Kanpur,National Highway,Clear,Daylight,80,,2,2,0,0,2,0.0,0.0,84844.18
ACC2018111005753,2018-11-10,21:40,Goa,Margao,Rural Road,Clear,Night (lit),50,40.5,3,1,0,0,1,0.0,0.0,74616.23
ACC2019122805754,2019-12-28,08:37,Karnataka,Bengaluru,Urban Road,Clear,Daylight,50,42.3,1,2,0,1,1,0.0,0.0,37836.56
ACC2020090605755,2020-09-06,16:19,Bihar,Bhagalpur,Urban Road,Fog,Daylight,50,58.3,1,3,0,1,2,0.0,0.0,39835.63
ACC2020020305756,2020-02-03,12:38,Assam,Dibrugarh,Urban Road,Rain,Daylight,60,56.4,1,1,0,0,1,0.0,0.0,42682.99
ACC2020040105757,2020-04-01,11:47,Maharashtra,Thane,Urban Road,Storm,Daylight,50,60.7,2,6,0,1,5,0.0,0.0,28105.0
ACC2022071805758,2022-07-18,02:54,Andhra Pradesh,Vijayawada,National Highway,Clear,Night (lit),80,,3,1,0,0,1,0.0,0.0,30970.0
ACC2023041305759,2023-04-13,19:18,Haryana,Faridabad,Urban Road,Rain,Night (lit),50,60.7,1,2,0,0,2,0.0,0.0,38898.3
ACC2022111005760,2022-11-10,09:05,Jharkhand,Dhanbad,Urban Road,Storm,Daylight,50,49.5,1,1,0,0,1,0.0,0.0,27506.3
ACC2023100205761,2023-10-02,08:11,Tamil Nadu,Coimbatore,Urban Road,Clear,Daylight,60,55.3,2,5,0,2,3,0.0,0.0,34306.82
ACC2018012305762,2018-01-23,12:57,Madhya Pradesh,Jabalpur,Urban Road,Clear,Dawn/Dusk,40,40.0,2,3,0,1,2,1.0,0.0,108245.0
ACC2022040405763,2022-04-04,21:36,Rajasthan,Udaipur,Urban Road,Rain,Night (lit),50,48.9,2,5,2,2,1,0.0,0.0,
ACC2021122505764,2021-12-25,21:27,Delhi,New Delhi,Rural Road,Clear,Night (lit),60,68.6,2,3,0,1,2,0.0,0.0,36679.43
ACC2023022705765,2023-02-27,05:25,Himachal Pradesh,Solan,Urban Road,Rain,Night (unlit),50,43.8,2,2,0,1,1,0.0,0.0,15693.76
ACC2019112205766,2019-11-22,08:25,Gujarat,Surat,Urban Road,Rain,Daylight,40,32.3,2,1,1,0,0,0.0,0.0,58845.69
ACC2020010605767,2020-01-06,20:32,Maharashtra,Nashik,National Highway,Clear,Night (lit),90,66.3,3,2,0,0,2,0.0,1.0,19945.68
ACC2022111805768,2022-11-18,15:11,Kerala,Kozhikode,State Highway,Haze,Daylight,80,66.9,1,2,0,0,2,0.0,,106046.41
ACC2024080405769,2024-08-04,10:07,Odisha,Bhubaneswar,Urban Road,Haze,Daylight,50,54.7,2,1,0,1,0,0.0,0.0,149662.79
ACC2021102305770,2021-10-23,21:21,Kerala,Kochi,Urban Road,,Night (lit),40,45.6,3,3,0,0,3,0.0,0.0,45399.18
ACC2022061905771,2022-06-19,10:55,Maharashtra,Nashik,Urban Road,Clear,Daylight,50,38.8,2,0,0,0,0,0.0,0.0,109634.98
ACC2025062405772,2025-06-24,08:14,Assam,Guwahati,Urban Road,Clear,Daylight,50,35.9,1,2,0,1,1,0.0,0.0,8912.65
ACC2025060305773,2025-06-03,08:10,Kerala,Kozhikode,Urban Road,Fog,Daylight,50,36.5,1,2,0,0,2,0.0,0.0,22554.05
ACC2021022805774,2021-02-28,21:57,Madhya Pradesh,Indore,State Highway,Clear,Night (lit),80,75.2,2,1,0,0,1,1.0,1.0,41219.34
ACC2020071505775,2020-07-15,10:11,Maharashtra,Mumbai,Urban Road,Clear,Daylight,50,45.8,1,3,0,1,2,0.0,0.0,141776.55
ACC2025062705776,2025-06-27,20:20,Maharashtra,Nashik,State Highway,Clear,Night (unlit),80,68.7,2,3,0,1,2,0.0,0.0,91615.75
ACC2023092805777,2023-09-28,10:54,Kerala,Kozhikode,National Highway,Fog,Daylight,100,117.6,1,6,1,2,3,0.0,0.0,46133.35
ACC2020032505778,2020-03-25,08:51,Uttar Pradesh,Ghaziabad,Urban Road,Clear,Daylight,60,49.9,1,0,0,0,0,1.0,0.0,58130.41
ACC2023022105779,2023-02-21,20:18,Delhi,New Delhi,Urban Road,Fog,Night (unlit),50,41.2,4,4,0,1,3,0.0,0.0,16064.29
ACC2020062705780,2020-06-27,10:46,Rajasthan,Udaipur,State Highway,Storm,Daylight,80,68.4,1,2,0,0,2,0.0,0.0,29263.46
ACC2020022205781,2020-02-22,07:58,Kerala,Kochi,State Highway,Clear,Daylight,70,73.4,3,2,1,1,0,0.0,0.0,84992.62
ACC2020072305782,2020-07-23,08:27,Haryana,Panipat,Urban Road,Storm,Daylight,40,38.2,2,5,0,0,5,0.0,1.0,17676.78
ACC2025050805783,2025-05-08,18:01,Kerala,Kochi,National Highway,,Night (lit),80,82.4,1,4,2,0,2,1.0,0.0,74349.73
ACC2018081105784,2018-08-11,20:36,Maharashtra,Nagpur,Urban Road,Clear,Night (lit),50,40.3,1,3,0,1,2,0.0,0.0,66273.53
ACC2024081805785,2024-08-18,09:01,Delhi,New Delhi,Urban Road,Haze,Daylight,60,44.4,1,1,0,0,1,0.0,0.0,71008.69
ACC2019033105786,2019-03-31,21:39,Haryana,Panipat,State Highway,Haze,Night (lit),90,70.8,1,4,0,2,2,0.0,1.0,68892.74
ACC2024051705787,2024-05-17,07:20,Uttar Pradesh,Varanasi,Urban Road,Clear,Daylight,50,60.6,2,1,0,1,0,1.0,0.0,50007.79
ACC2024021905788,2024-02-19,21:19,Bihar,Gaya,National Highway,Clear,Night (unlit),100,104.9,2,4,0,2,2,1.0,0.0,810392.42
ACC2019031905789,2019-03-19,20:48,West Bengal,Siliguri,Rural Road,Haze,Night (lit),50,48.4,1,1,0,0,1,0.0,0.0,26777.16
ACC2025052805790,2025-05-28,12:34,Uttar Pradesh,Kanpur,State Highway,Rain,,90,77.4,1,2,0,1,1,0.0,0.0,26190.47
